,Rk,Age,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X2PA,X2P.,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Fvot,FRank,Score
283,357,24,21,1,8.1,0.8,1.4,0.5329999999999999,0.0,0.0,1.4,0.5329999999999999,0.4,0.9,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,1.9,1858,98,62.0
284,468,30,76,76,30.2,3.9,9.3,0.42200000000000004,1.6,4.7,4.6,0.494,1.7,2.0,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,4243,71,48.5
285,358,26,81,64,26.5,4.1,7.7,0.536,0.0,0.1,7.6,0.541,2.1,3.7,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,691,61,38.8
286,29,36,74,18,24.0,2.5,6.4,0.391,1.2,3.6,2.8,0.467,0.9,1.2,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,3804,81,56.0
287,106,26,76,54,26.1,2.7,7.0,0.39,1.0,2.8,4.2,0.40399999999999997,1.1,1.3,0.3,1.6,1.9,4.7,0.7,0.0,1.8,2.0,7.6,24701,19,15.2
288,173,23,77,69,28.9,4.1,8.1,0.503,0.9,2.5,5.6,0.5720000000000001,1.0,1.6,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10.0,437,73,45.8
289,322,24,32,4,10.3,1.2,2.7,0.45299999999999996,0.0,0.2,2.5,0.48100000000000004,0.6,0.8,0.7,1.3,2.0,0.3,0.5,0.3,0.4,0.9,3.1,1094,111,81.0
290,475,37,25,2,6.4,0.8,2.7,0.27899999999999997,0.4,1.5,1.2,0.33299999999999996,0.4,0.6,0.2,0.6,0.8,0.4,0.4,0.1,0.3,0.7,2.3,9277,56,50.0
291,262,24,74,12,16.5,2.0,5.1,0.386,1.0,2.9,2.2,0.436,0.5,0.5,0.4,2.8,3.2,1.0,0.2,0.4,0.5,2.3,5.4,3579,84,64.0
292,38,28,56,6,16.7,3.9,7.3,0.532,0.3,0.8,6.5,0.545,1.4,1.9,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,15458,36,25.8
293,74,25,45,19,18.8,2.5,6.8,0.366,0.3,1.4,5.4,0.401,1.3,1.7,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,9053,35,24.5
294,148,24,9,0,3.6,0.1,1.1,0.1,0.0,0.4,0.7,0.16699999999999998,0.2,0.2,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4,887,81,52.8
295,245,23,81,81,29.0,3.6,7.6,0.47700000000000004,0.0,0.1,7.5,0.483,1.9,2.4,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,9.2,8987,49,42.5
296,87,29,69,68,33.2,6.7,14.6,0.46,2.5,6.1,8.6,0.49700000000000005,4.6,5.3,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5,7571,18,12.2
297,117,36,53,2,15.9,1.8,4.2,0.423,1.0,2.5,1.6,0.465,0.7,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,1.3,5.2,501,69,60.0
298,303,36,20,0,7.6,0.5,1.2,0.391,0.4,1.0,0.2,0.33299999999999996,0.1,0.1,0.1,1.8,1.9,1.1,0.1,0.0,0.7,0.5,1.4,1208,83,52.0
299,319,25,70,3,17.7,2.4,4.8,0.504,0.7,1.6,3.2,0.546,0.7,0.9,1.1,2.3,3.4,1.4,0.4,0.6,0.8,1.4,6.2,103,113,74.5
300,396,28,18,0,10.8,0.9,3.3,0.28800000000000003,0.2,1.5,1.8,0.406,0.4,0.4,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,587,123,87.0
301,359,28,45,12,10.8,1.0,2.0,0.478,0.0,0.0,2.0,0.478,0.6,0.9,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,2573,89,54.5
302,250,27,68,5,14.9,2.3,5.4,0.428,0.8,2.5,3.0,0.517,0.8,1.0,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,6.3,12272,38,37.0
303,421,31,70,2,16.2,2.2,6.0,0.373,1.5,4.4,1.6,0.46,0.5,0.6,0.2,2.2,2.3,0.7,0.2,0.2,0.5,1.6,6.4,5351,65,58.0
304,123,31,74,33,27.0,3.3,7.5,0.44299999999999995,0.6,1.8,5.7,0.483,1.3,1.7,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,8.5,6324,43,28.5
305,175,23,58,14,18.3,3.9,5.9,0.652,0.0,0.1,5.8,0.6629999999999999,1.3,2.1,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1,80807,24,34.0
306,436,20,81,81,31.4,5.5,10.7,0.511,0.5,1.4,9.3,0.536,3.0,3.7,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,18655,32,21.8
307,47,28,65,1,18.3,2.3,5.5,0.424,0.9,2.7,2.8,0.531,0.7,0.9,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,10077,53,42.0
308,329,22,51,19,20.5,3.6,6.1,0.595,0.0,0.0,6.0,0.597,1.5,2.2,1.8,3.9,5.8,1.0,1.3,1.0,1.0,2.5,8.7,12079,39,32.5
309,86,36,20,0,6.4,0.7,1.2,0.609,0.0,0.1,1.1,0.636,0.3,0.4,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,6194,64,44.5
310,480,31,60,60,25.9,4.5,10.6,0.43,2.8,7.0,3.5,0.48100000000000004,1.3,1.5,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2,68085,22,19.0
311,32,28,77,77,34.0,5.1,12.7,0.40299999999999997,1.8,5.3,7.4,0.45299999999999996,3.2,3.7,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,30912,16,12.8
312,62,23,54,2,9.6,1.0,2.6,0.369,0.5,1.8,0.9,0.5,0.3,0.4,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,174,99,71.5
313,412,23,80,27,27.4,3.1,7.9,0.396,1.7,4.5,3.4,0.433,1.5,1.9,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,666,40,36.2
314,233,21,73,59,27.9,6.8,11.7,0.578,0.6,1.9,9.8,0.628,2.6,3.1,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,173327,16,13.8
315,307,25,70,15,24.0,3.7,8.9,0.413,1.8,5.4,3.5,0.52,1.4,1.8,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6,10803,44,40.0
316,447,26,75,55,28.8,6.4,13.7,0.46799999999999997,0.3,1.0,12.7,0.48100000000000004,1.4,2.1,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4,14.6,7208,58,42.0
317,446,21,74,41,17.1,1.8,3.6,0.48100000000000004,0.1,0.3,3.4,0.49200000000000005,0.8,1.3,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,1047,116,80.0
318,365,23,76,18,18.0,3.0,6.7,0.449,0.7,2.3,4.4,0.514,1.7,2.1,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,13509,25,28.8
319,21,30,31,19,15.5,1.0,2.1,0.47700000000000004,0.0,0.0,2.1,0.47700000000000004,0.7,1.3,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,9917,54,42.5
320,75,28,36,2,17.9,2.1,4.6,0.47,0.4,1.2,3.4,0.512,0.5,0.8,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2,3383,85,64.5
321,361,23,80,80,32.6,5.2,10.0,0.516,1.9,4.3,5.8,0.5760000000000001,1.2,1.5,1.5,5.0,6.4,1.5,1.5,0.5,0.6,2.4,13.4,10661,46,33.0
322,434,31,81,21,27.6,2.5,6.0,0.413,0.9,2.4,3.5,0.451,0.9,1.1,1.4,4.4,5.8,1.2,1.4,0.2,0.8,2.4,6.7,1284,110,70.5
323,402,22,55,38,15.6,1.9,3.7,0.502,0.0,0.1,3.6,0.515,0.4,0.6,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2,8339,52,51.5
324,88,24,39,1,8.1,0.9,1.8,0.514,0.4,0.8,1.0,0.513,0.2,0.2,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,917,88,61.0
325,45,28,67,67,30.7,3.4,8.1,0.42,1.6,4.3,3.8,0.46299999999999997,1.1,1.4,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,169351,11,16.0
326,287,21,71,20,15.1,1.5,3.5,0.433,0.6,1.7,1.7,0.5329999999999999,0.4,0.5,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4.0,21159,32,26.5
327,350,27,65,8,24.6,2.4,5.9,0.401,1.4,3.9,2.0,0.45799999999999996,0.7,0.9,1.0,3.6,4.5,1.2,0.6,0.4,0.6,1.8,6.8,2439,27,31.5
328,304,28,80,8,21.9,3.4,7.8,0.44,1.8,4.4,3.3,0.474,0.8,1.0,0.3,1.5,1.8,3.5,0.8,0.0,1.3,1.4,9.5,40483,26,21.0
329,146,36,64,39,25.4,4.7,9.4,0.502,0.9,1.6,7.8,0.494,2.0,2.9,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,214387,14,15.2
330,150,26,75,75,35.9,8.3,18.0,0.461,2.6,6.6,11.4,0.501,4.5,5.0,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,426325,8,7.0
331,306,31,69,67,34.0,6.2,14.1,0.442,1.1,3.5,10.6,0.486,4.5,5.9,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,39551,20,15.0
332,356,39,25,7,11.1,1.1,2.8,0.4,0.6,1.7,1.1,0.48100000000000004,0.4,0.5,0.0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,38411,31,31.0
333,485,22,44,18,19.2,2.0,5.0,0.39799999999999996,0.8,2.3,2.8,0.451,0.7,0.9,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,2272,91,71.0
334,218,25,8,1,10.5,1.6,4.9,0.33299999999999996,0.4,1.4,3.5,0.35700000000000004,0.8,0.9,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4,220,95,58.0
335,2,26,38,1,14.7,1.8,4.5,0.41200000000000003,1.0,2.4,2.1,0.413,1.2,1.6,0.5,2.5,3.0,0.5,0.4,0.4,0.6,1.8,5.8,547,126,73.0
336,382,30,69,42,26.7,3.3,8.1,0.408,0.7,1.9,6.2,0.418,0.4,0.7,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,42247,15,19.8
337,80,25,29,0,7.6,0.7,1.5,0.442,0.0,0.0,1.5,0.442,0.7,1.0,0.9,1.0,1.9,0.1,0.1,0.2,0.3,1.3,2.0,1406,105,65.5
338,400,30,50,1,16.2,2.0,5.3,0.38,0.4,1.2,4.0,0.39299999999999996,1.8,2.4,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,719,88,60.2
339,139,33,69,40,18.6,1.7,4.7,0.363,1.0,2.9,1.8,0.418,0.8,0.9,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2,2529,60,37.0
340,445,20,41,2,11.2,1.4,3.8,0.365,0.6,2.0,1.8,0.413,0.0,0.1,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,2022,68,50.2
341,325,24,40,0,8.7,1.0,2.3,0.451,0.3,0.8,1.5,0.517,0.2,0.2,0.1,0.7,0.8,0.9,0.5,0.1,0.4,1.2,2.5,1652,78,56.0
342,134,32,80,11,21.3,2.8,6.4,0.43,0.6,1.8,4.6,0.473,0.6,0.8,0.4,2.3,2.7,2.4,0.8,0.3,1.0,1.6,6.7,5138,50,35.5
343,63,25,31,5,15.1,1.7,4.1,0.42200000000000004,0.9,2.4,1.8,0.473,0.2,0.2,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,858,117,84.0
344,219,26,52,50,27.4,5.5,13.0,0.419,1.3,3.5,9.5,0.442,2.3,2.6,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,7749,37,24.2
345,222,36,79,13,20.4,1.9,4.3,0.446,0.8,2.4,2.0,0.58,1.0,1.4,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,5.7,53771,18,27.0
346,201,23,57,17,20.9,4.0,7.2,0.5579999999999999,0.5,1.4,5.9,0.606,1.3,1.8,1.6,3.8,5.5,1.0,0.7,1.0,1.0,2.4,9.8,2944,83,59.5
347,386,26,75,75,32.9,3.5,8.7,0.402,0.8,2.6,6.1,0.44299999999999995,3.4,3.8,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,19495,33,33.5
348,91,26,67,67,31.6,4.4,10.9,0.39899999999999997,2.0,6.1,4.8,0.484,2.1,2.6,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,8068,53,39.5
349,272,28,81,81,28.0,4.7,9.6,0.493,0.0,0.0,9.5,0.494,0.9,1.3,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,10.4,8763,51,35.5
350,202,24,59,55,27.0,4.6,11.3,0.408,1.9,5.2,6.1,0.44,1.5,1.9,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,15555,35,21.5
351,294,25,78,65,25.2,2.4,5.9,0.413,0.9,2.8,3.1,0.488,0.6,0.9,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4,762,87,59.8
352,416,30,39,0,17.8,2.3,6.3,0.373,0.5,1.5,4.7,0.391,2.1,2.7,0.2,2.0,2.2,2.2,0.4,0.0,1.4,1.1,7.2,932,80,56.2
353,24,23,52,13,16.5,1.6,4.2,0.37799999999999995,0.4,1.7,2.5,0.45,0.5,0.8,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,10502,32,32.2
354,200,22,78,50,22.6,3.0,6.9,0.434,0.2,0.9,6.1,0.46299999999999997,2.4,3.2,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,8.7,2582,88,54.0
355,191,30,48,13,14.2,1.7,3.1,0.544,0.0,0.0,3.1,0.544,1.3,1.6,1.1,2.0,3.2,0.4,0.2,1.0,0.7,2.1,4.6,1984,94,72.5
356,147,30,30,30,33.8,6.7,14.7,0.455,1.4,3.8,11.0,0.483,3.9,4.6,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,13662,44,34.5
357,155,24,81,81,33.9,5.1,7.7,0.6609999999999999,0.0,0.0,7.7,0.662,3.8,5.9,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,12489,20,15.5
358,458,28,81,81,34.6,10.2,24.0,0.425,2.5,7.2,16.8,0.45899999999999996,8.8,10.4,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,1575865,3,2.0
359,15,28,72,72,29.4,4.5,10.7,0.418,2.8,7.0,3.7,0.446,1.8,2.1,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,207227,15,15.0
360,244,25,16,0,6.9,0.5,1.8,0.28600000000000003,0.3,0.6,1.1,0.222,0.3,0.4,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,452,128,89.5
361,299,30,73,11,12.4,1.2,1.9,0.642,0.0,0.0,1.8,0.649,0.5,0.8,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,9658,55,49.5
362,104,22,77,2,18.4,2.6,5.6,0.473,0.8,2.4,3.1,0.591,0.5,0.9,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,6.5,84509,23,27.0
363,448,32,42,4,9.7,1.0,3.2,0.309,0.5,1.8,1.5,0.306,0.4,0.6,0.3,1.1,1.4,1.2,0.3,0.0,0.4,0.9,3.0,3216,54,43.2
364,246,27,70,24,25.1,4.4,10.5,0.415,1.5,4.4,6.1,0.46799999999999997,2.9,3.5,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,13.1,4736,49,33.0
365,81,24,64,1,15.2,1.2,3.5,0.345,0.2,1.0,2.5,0.406,0.3,0.5,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,3115,59,46.5
366,210,27,79,79,30.7,6.0,12.4,0.48,1.6,4.0,8.4,0.522,1.4,1.6,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,29123,23,21.5
367,381,30,68,30,22.3,3.1,7.9,0.392,1.4,3.7,4.2,0.415,0.3,0.4,0.3,2.0,2.3,5.1,0.7,0.1,1.9,1.4,7.8,18472,22,16.0
368,97,26,70,42,29.0,4.8,10.0,0.48100000000000004,2.0,4.6,5.4,0.528,1.2,1.4,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,21717,31,22.5
369,316,24,78,1,19.4,3.7,7.7,0.48200000000000004,0.6,1.9,5.8,0.528,1.9,2.4,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,2094,97,70.5
370,321,25,53,2,9.7,1.4,3.5,0.39899999999999997,0.6,1.7,1.7,0.429,0.7,0.9,0.2,1.0,1.2,1.3,0.6,0.0,0.8,0.7,4.1,975,87,60.5
371,268,31,76,3,17.7,2.3,4.2,0.547,0.0,0.0,4.1,0.55,0.6,0.8,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.1,127248,13,17.0
372,278,24,30,3,9.6,1.0,2.5,0.4,0.2,1.0,1.5,0.511,0.8,0.9,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.6,3.0,855,83,57.8
373,279,26,55,9,21.9,3.1,6.9,0.446,0.7,2.2,4.7,0.51,1.0,1.4,0.4,1.9,2.3,2.8,0.8,0.1,1.6,1.8,7.8,1889,75,54.5
374,251,20,33,12,18.5,3.5,6.6,0.537,0.1,0.2,6.4,0.5429999999999999,1.6,2.2,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,759,124,84.0
375,196,25,80,71,29.7,2.3,6.0,0.38299999999999995,1.2,3.4,2.6,0.428,1.3,1.6,0.6,3.2,3.8,1.8,0.9,0.4,1.0,2.3,7.0,855,121,82.5
376,112,23,59,18,22.6,2.3,5.1,0.444,0.6,1.7,3.4,0.478,2.1,2.7,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2.0,7.3,838,84,58.2
377,184,28,54,1,14.8,2.5,5.1,0.484,0.5,1.5,3.6,0.556,0.8,1.0,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,1491,103,69.5
378,230,20,77,1,17.8,1.7,4.7,0.353,0.6,2.0,2.7,0.39799999999999996,0.5,0.7,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,4.4,14,106,71.0
379,98,28,79,79,33.4,8.5,18.3,0.46799999999999997,4.1,10.0,8.3,0.537,4.1,4.6,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,1848121,1,2.0
380,484,20,19,0,5.7,0.5,1.6,0.32299999999999995,0.0,0.0,1.6,0.32299999999999995,0.2,0.3,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,767,119,85.0
381,331,33,8,0,2.8,0.3,0.9,0.28600000000000003,0.1,0.8,0.1,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.6,3909,75,63.0
382,3,23,80,80,29.9,4.7,8.2,0.5710000000000001,0.0,0.0,8.2,0.5720000000000001,2.0,3.2,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,145223,18,14.0
383,289,24,81,51,26.3,2.9,6.3,0.461,0.1,0.7,5.6,0.49200000000000005,0.9,1.1,0.5,2.6,3.1,6.6,1.7,0.1,2.0,1.7,6.9,10586,31,22.5
384,454,23,66,59,31.0,6.1,12.3,0.495,0.4,1.5,10.8,0.527,1.8,2.3,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,2275,94,69.0
385,153,31,78,71,25.5,4.7,9.1,0.515,0.0,0.2,8.9,0.52,1.4,2.0,2.0,4.2,6.2,0.9,0.5,0.8,1.3,2.1,10.8,15589,35,25.2
386,48,25,67,16,16.3,2.2,4.4,0.51,0.0,0.0,4.4,0.51,1.2,1.6,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,5384,66,45.5
387,238,25,54,12,23.5,4.3,9.1,0.47,0.4,1.4,7.7,0.508,1.9,3.1,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2,10.8,1625,102,73.0
388,384,25,78,24,25.1,4.2,9.6,0.43700000000000006,1.8,5.0,4.6,0.518,0.8,1.0,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11.0,38516,21,36.0
389,385,22,74,0,17.1,2.0,5.6,0.36700000000000005,0.8,2.4,3.1,0.405,0.7,0.9,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,319,55,43.8
390,397,32,62,42,25.7,2.8,6.4,0.441,0.7,1.9,4.4,0.484,0.9,1.2,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,3059,81,58.5
391,481,28,74,74,30.2,4.9,9.3,0.527,0.6,1.6,7.7,0.557,0.6,1.2,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11.0,3076,80,47.2
392,380,25,48,1,11.7,2.2,4.1,0.536,0.0,0.0,4.1,0.5379999999999999,0.6,1.4,1.8,2.9,4.6,0.6,0.5,0.2,1.0,1.6,5.0,4398,72,51.5
393,281,19,57,34,9.9,1.5,3.2,0.45899999999999996,0.5,1.3,1.9,0.514,0.6,0.9,0.7,1.3,2.0,0.4,0.2,0.5,0.3,1.5,4.0,11233,42,34.0
394,411,32,8,0,9.5,1.8,3.9,0.452,0.3,0.8,3.1,0.48,1.1,1.4,1.0,1.8,2.8,0.5,0.1,0.1,0.8,1.0,4.9,1725,99,75.0
395,140,26,65,35,23.5,2.5,6.2,0.40299999999999997,0.6,2.0,4.2,0.446,1.5,2.0,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2.0,7.1,1549,79,47.5
396,171,24,79,30,27.3,5.3,11.5,0.455,1.9,5.3,6.3,0.537,2.1,2.7,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,6193,44,38.2
397,368,22,16,0,5.0,0.8,1.8,0.44799999999999995,0.3,0.8,1.0,0.5,0.0,0.2,0.3,0.6,0.9,0.7,0.1,0.2,0.7,0.4,1.9,767,89,61.5
398,314,30,54,52,20.4,3.1,6.1,0.515,0.0,0.0,6.1,0.517,1.2,1.4,1.9,3.0,4.9,0.8,0.3,0.6,1.3,2.5,7.4,13795,43,32.8
399,276,21,69,19,17.2,2.1,5.2,0.402,0.7,2.3,2.9,0.475,1.5,1.8,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4,36,77,56.5
400,180,24,82,48,31.3,6.2,13.0,0.48100000000000004,1.3,3.8,9.1,0.537,2.3,2.8,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,5884,60,43.0
401,393,25,57,3,12.6,1.1,2.6,0.415,0.2,0.6,1.9,0.473,0.4,0.6,0.4,1.0,1.5,1.6,0.5,0.1,0.7,1.1,2.7,1812,72,48.2
402,9,35,71,66,27.0,3.9,8.4,0.461,0.2,0.8,7.6,0.479,1.1,1.8,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,15301,36,23.2
403,347,34,63,63,25.2,4.2,9.0,0.466,0.4,1.1,7.9,0.484,1.3,1.9,0.1,1.7,1.8,4.5,0.5,0.0,1.4,1.5,10.1,111148,14,17.5
404,409,25,80,80,29.2,3.1,6.8,0.455,1.8,4.4,2.3,0.5479999999999999,0.6,0.7,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,6944,39,29.5
405,160,23,27,1,7.0,0.7,1.5,0.475,0.3,0.6,0.9,0.4,0.4,0.6,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1,642,89,60.8
406,19,31,80,80,34.7,4.1,10.0,0.409,2.4,6.9,3.0,0.556,1.2,1.6,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,221369,13,15.8
407,54,29,71,43,24.7,4.3,8.3,0.516,0.4,1.1,7.2,0.546,1.0,1.5,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,5034,68,41.2
408,64,24,57,0,12.3,2.0,4.5,0.455,0.5,1.2,3.2,0.45899999999999996,0.4,0.5,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,2529,60,46.2
409,277,21,71,4,16.3,2.2,6.2,0.36200000000000004,0.9,2.9,3.3,0.4,0.8,1.1,0.7,2.6,3.3,1.0,0.4,0.3,0.9,1.4,6.2,3121,87,56.0
410,428,25,78,78,29.9,3.4,5.6,0.6,0.0,0.0,5.6,0.604,1.4,2.7,3.7,5.5,9.2,1.0,0.5,1.1,0.8,2.3,8.1,245822,9,11.2
411,99,25,67,3,17.7,2.8,7.4,0.374,2.1,5.3,2.1,0.336,0.6,0.8,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,3489,56,45.0
412,470,22,30,16,18.6,2.4,5.6,0.43700000000000006,0.6,2.1,3.5,0.524,0.7,1.1,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2.0,6.2,1095,114,79.0
413,256,29,69,24,25.1,3.4,7.6,0.45399999999999996,0.5,1.7,5.9,0.502,2.5,3.1,0.6,2.0,2.6,4.8,1.1,0.1,1.9,1.7,9.9,2112,69,51.5
414,126,22,53,2,11.1,1.7,3.9,0.433,0.5,1.3,2.6,0.457,0.4,0.5,0.2,0.7,0.8,1.6,0.5,0.0,0.8,1.1,4.3,10953,37,26.5
415,231,24,73,0,29.8,4.9,11.3,0.433,1.3,3.4,7.9,0.46,2.7,3.5,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,5103,47,39.8
416,438,21,61,15,18.4,3.0,7.2,0.42100000000000004,0.3,1.3,5.9,0.455,0.9,1.2,0.3,1.2,1.6,3.7,0.8,0.1,1.3,1.2,7.3,1901,74,54.0
417,483,27,51,5,10.3,1.5,3.1,0.494,0.0,0.0,3.1,0.49700000000000005,0.4,0.8,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,216,92,64.0
418,127,27,40,6,19.7,3.8,9.3,0.405,1.1,3.0,6.3,0.429,1.7,2.3,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,2621,63,42.0
419,77,34,47,46,27.6,3.3,4.9,0.6709999999999999,0.0,0.0,4.9,0.6709999999999999,1.9,2.6,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,6408,62,43.5
420,239,20,60,0,12.9,1.3,3.0,0.414,0.4,1.2,1.8,0.45399999999999996,0.6,0.7,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,2406,66,43.5
421,183,36,16,0,8.1,0.7,1.4,0.478,0.0,0.2,1.3,0.55,0.6,0.9,0.5,1.8,2.3,0.4,0.4,0.1,0.5,1.4,1.9,3163,79,65.0
422,339,24,67,67,33.2,6.1,13.9,0.442,1.9,5.3,8.7,0.491,1.7,2.3,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,54023,23,16.2
423,73,40,73,15,24.6,2.6,6.7,0.39399999999999996,1.5,4.1,2.7,0.418,1.2,1.6,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,73528,19,20.0
424,25,20,33,1,12.3,1.1,3.5,0.313,0.1,0.7,2.8,0.355,0.9,1.1,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,2231,68,51.0
