総合評価,買価,メンテ費用,ドア数,定員,安全性
1,1,1,1,0,0.6
1,1,1,1,0,1
1,1,1,1,0,0
1,1,1,1,0,0.6
1,1,1,1,0,1
1,1,1,1,0.8,0
2,1,1,1,0.8,0.6
3,1,1,1,0.8,1
1,1,1,1,0.8,0
3,1,1,1,0.8,0.6
4,1,1,1,0.8,1
1,1,1,1,0.8,0
3,1,1,1,0.8,0.6
4,1,1,1,0.8,1
1,1,1,1,1,0
2,1,1,1,1,0.6
3,1,1,1,1,1
1,1,1,1,1,0
3,1,1,1,1,0.6
4,1,1,1,1,1
1,1,1,1,1,0
3,1,1,1,1,0.6
4,1,1,1,1,1
